stateDist,state,senate,district,2022 District Description,Notes,competitiveness,piv2022,biden2020Pct,trump2020Pct,clinton2016Pct,trump2016Pct,incumbentMember,incumbentParty,district_jungleElec,samePartyGen2022,demCand,demCand2,repCand,repCand2,thirdCand,thirdParty,winner2022,demPct,demPct2Party,demPct2ndDem,repPct2ndRep...27,repPct_incomplete,repPct2ndRep...29,thirdPct,demCong2022_count,dem2Cong2022_count,repCong2022_count,rep2Cong2022_count,otherCong2022_count,primaryDate,demRunoff,repRunoff,primaryNotes,demGovCand,demGovCand2,repGovCand,repGovCand2,thirdGovCand,thirdGovParty,demGovCandPctByDistrict2022,repGovCandPctByDistrict2022,govCandResultsByDistrictSources,demSenateCand,demSenateCand2,repSenateCand,repSenateCand2,thirdSenateCand,thirdSenateParty,demSenCandPctByDistrict2022,repSenCandPctByDistrict2022,demSenCandPctByDistrictSpecialElections2022,repSenCandPctByDistrictSpecialElections2022,senCandResultsByDistrictSources,CHECKrepReceipts,CHECKdemReceipts,whitePct,hispPct,blackPct,asianPct,nativePct,pacificPct,whitePct_acs,hispPct_acs,blackPct_acs,asianPct_acs,nativePct_acs,pacificPct_acs,baPct,baRank_acs,whiteBAPct,nonCollWhitePct,medianIncome,dem_candStem,dem_partyLeader,dem_candidate,dem_inc,dem_thetaStart,dem_primaryPct,dem_webIdeal,dem_twIdeal,dem_avgIdeal,dem_receipt,dem_itemized,dem_Individual_Unitemized_Contribution,dem_Individual_Contribution,dem_followersCampaign,dem_followersOfficial,dem_screenName,dem_officialScreenName,rep_candStem,rep_candidate,rep_partyLeader,rep_inc,rep_thetaStart,rep_primaryPct,rep_webIdeal,rep_twIdeal,rep_avgIdeal,rep_receipt,rep_Itemized,rep_Individual_Unitemized_Contribution,rep_Individual_Contribution,rep_followersCampaign,rep_followersOfficial,rep_screenName,rep_officialScreenName,onePartyGeneral,house_cand_dem_gender,house_cand_rep_gender,rep_man_vs_dem_woman,dem_man_vs_rep_woman,probCon_dem,probCon_rep,UtahDum,trump2016Pct2Party,trump2020Pct2Party,dem_followers,rep_followers,moneyOutlier,Sen_Total_Receipt_Republican,Sen_Total_Receipt_Democrat,Sen_Total_Disbursement_Republican,Sen_Total_Disbursement_Democrat,Sen_Coverage_Start_Date_Republican,Sen_Coverage_Start_Date_Democrat,Sen_Coverage_End_Date_Republican,Sen_Coverage_End_Date_Democrat,Sen_Individual_Itemized_Contribution_Republican,Sen_Individual_Itemized_Contribution_Democrat,Sen_Individual_Unitemized_Contribution_Republican,Sen_Individual_Unitemized_Contribution_Democrat,Sen_Individual_Contribution_Republican,Sen_Individual_Contribution_Democrat,Sen_Total_Contribution_Republican,Sen_Total_Contribution_Democrat,Sen_Other_Receipts_Republican,Sen_Other_Receipts_Democrat,senState
NY-20,New York,FALSE,20,"Capital region: Albany, Schenectady, Saratoga Springs",NA,0,D+7,58.56019,39.39297,52.4,40.6,Paul Tonko,Democrat,0,0,Paul Tonko,NA,Elizabeth Joy,NA,Write-ins,NA,Paul Tonko,55.0452419595585,55.0724538173429,NA,NA,44.9,NA,0.1,160420,NA,130869,NA,144,NA,NA,NA,NA,Kathy Hochul,NA,Lee Zeldin,NA,NA,NA,52.9,47.1,https://about.bgov.com/news/new-york-center-of-gravity-in-2024-campaign-for-house-control/,Charles E. Schumer,NA,Joe Pinion,NA,Diane Sare,No Party Affiliation,56.2,43.3,NA,NA,Greg Giroux,1063131.59,1735264.48,75.5232454756187,5.39689761289527,10.4384769051101,6.29464507416349,1.89193388964627,0.162280188840954,82.6044444749938,4.43725770531467,8.82090126749333,3.26977537048748,0.633059305490638,0.0455376536251409,39.738052378022,98,41.4451010226107,48.3689490131663,7.723,NY-20-tonko_paul-,0,Paul Tonko,1,-1.13140129611526,88.3,-1.3,-0.86,-0.93,1.77789962,1.62153038,0.15636924,0.74520608,FALSE,FALSE,@PaulTonko,@RepPaulTonko,NY-20-joy_elizabeth-,Elizabeth Joy,0,0,0.991787533242372,100,0.75,1.26,1.1,1.16909757,0.78415952,0.38493805,0.95867647,FALSE,FALSE,@LizLemeryJoy,NA,0,M,M,0,0,0.1761855422452579,0.8643339390536173,FALSE,0.43655913978494626,0.40216129831850245,0,0,FALSE,592671.29,37885457.97,561064.96,38279011.8,01/01/2022,01/01/2021,12/31/2022,12/31/2022,244547.7,30814511.94,323111.39,3715843.97,567659.09,34530355.91,592059.09,37492271.26,0,345770.65,NY-Sen03
NY-21,New York,FALSE,21,"North Country: Adirondacks, Plattsburgh, Amsterdam",NA,6,R+9,42.82987,55.20712,38.6,54.3,Elise Stefanik,Republican,0,0,Matt Castelli,NA,Elise Stefanik,NA,Write-ins,NA,Elise Stefanik,40.8358617303004,40.8494736842105,NA,NA,59.2,NA,0.1,116421,NA,168579,NA,95,NA,NA,NA,NA,Kathy Hochul,NA,Lee Zeldin,NA,NA,NA,36,64,https://about.bgov.com/news/new-york-center-of-gravity-in-2024-campaign-for-house-control/,Charles E. Schumer,NA,Joe Pinion,NA,Diane Sare,No Party Affiliation,41.4,58,NA,NA,Greg Giroux,8867067.92,3516359.37,88.1027749361437,3.57193409124541,3.36074169867526,1.42510632000875,2.69917710565088,0.137846062781885,91.7018375853724,3.18772464269173,3.01681680898114,0.844265128931043,1.13846143810462,0.0728967573173993,24.8362009219927,326,25.2527706692423,68.5445828404572,6.3211,NY-21-castelli_matt-,0,Matt Castelli,0,-0.940019875808762,81.1,-0.67,-0.76,-0.73,2.52504584,1.69644626,0.82859958,2.47454653,FALSE,FALSE,@CastelliMatt,NA,NY-21-stefanik_elise-,Elise Stefanik,0,1,0.867179521236354,100,0.69,1.1,0.96,9.48998078,5.72811238,3.7618684,7.4575746,FALSE,FALSE,@EliseStefanik,@RepStefanik,0,M,F,0,1,0.2326950923008974,0.8314723925331622,FALSE,0.5844994617868675,0.5631254080730141,0,0,FALSE,592671.29,37885457.97,561064.96,38279011.8,01/01/2022,01/01/2021,12/31/2022,12/31/2022,244547.7,30814511.94,323111.39,3715843.97,567659.09,34530355.91,592059.09,37492271.26,0,345770.65,NY-Sen03
NY-22,New York,FALSE,22,"Central Upstate: Syracuse, Utica, Rome, Oneida",NA,3,D+1,52.64685,45.19236,47.9,45.8,OPEN (Katko),Republican,0,0,Francis Conole,NA,Brandon Williams,NA,Write-ins,NA,Brandon Williams,49.4821449845128,49.5099773893026,NA,NA,50.5,NA,0.1,132913,NA,135544,NA,151,NA,NA,NA,NA,Kathy Hochul,NA,Lee Zeldin,NA,NA,NA,46.8,53.2,https://about.bgov.com/news/new-york-center-of-gravity-in-2024-campaign-for-house-control/,Charles E. Schumer,NA,Joe Pinion,NA,Diane Sare,No Party Affiliation,51.8,47.7,NA,NA,Greg Giroux,2150964.72,3371262.23,79.1444032761311,4.66458658346334,9.81474258970359,4.29325923036921,1.97526651066043,0.117004680187208,84.5468025376031,3.90755088279412,8.17307030701694,2.26134283787689,0.933023243012647,0.0261466690519768,32.3844845055344,186,34.1887868114311,55.6412764621404,6.4128,NY-22-conole_francis-,0,Francis Conole,0,-0.940019875808762,39.5,-0.74,-0.95,-0.78,3.0511079,2.61627871,0.43482919,2.37097677,FALSE,FALSE,@FDConole,NA,NY-22-williams_brandon-,Brandon Williams,0,0,0.991787533242372,57.7,1.02,1.03,1.02,0.94140342,0.89728718,0.04411624,0.61311609,FALSE,FALSE,@Brandon4ny22,NA,0,M,M,0,0,0.21769543758573306,0.8461357696272651,FALSE,0.48879402347918893,0.4619043837332701,0,0,FALSE,592671.29,37885457.97,561064.96,38279011.8,01/01/2022,01/01/2021,12/31/2022,12/31/2022,244547.7,30814511.94,323111.39,3715843.97,567659.09,34530355.91,592059.09,37492271.26,0,345770.65,NY-Sen03
NY-23,New York,FALSE,23,"Buffalo suburbs and Southern Tier: Jamestown, Elmira",NA,6,R+12,40.41663,57.62889,35.1,59.2,VACANT (Reed),Republican,0,0,Max Della Pia,NA,Nick Langworthy,NA,Write-ins,NA,Nick Langworthy,35.0503802505378,35.0778954745155,NA,NA,64.8,NA,0,104114,NA,192694,NA,233,NA,NA,NA,NA,Kathy Hochul,NA,Lee Zeldin,NA,NA,NA,36.2,63.8,https://about.bgov.com/news/new-york-center-of-gravity-in-2024-campaign-for-house-control/,Charles E. Schumer,NA,Joe Pinion,NA,Diane Sare,No Party Affiliation,39.5,60,NA,NA,Greg Giroux,3999163.58,304824.63,89.6564836704742,3.07803835330935,3.03887920697874,1.44273945737074,2.13287895778418,0.0851145081400862,92.9645552154563,2.49564082003626,2.7562860280667,0.718873643879283,1.0447213170898,0.0139954786371368,28.1517905134549,266,28.5929682547423,66.3832294545385,6.2999,NY-23-della-pia_max-,0,Max Della Pia,0,-0.940019875808762,100,-1.11,-1.17,-1.12,0.32645436,0.23024628,0.09620808,0.28201495,FALSE,FALSE,@DellaPiaForNY23,NA,NY-23-langworthy_nick-,Nick Langworthy,0,0,0.991787533242372,52.1,0.92,1.04,0.97,0.76370748,0.7345905,0.02911698,0.57088298,FALSE,FALSE,@NickLangworthy,NA,0,M,M,0,0,0.1313568810427307,0.8339767539364704,FALSE,0.6277836691410392,0.5877768815954059,0,0,FALSE,592671.29,37885457.97,561064.96,38279011.8,01/01/2022,01/01/2021,12/31/2022,12/31/2022,244547.7,30814511.94,323111.39,3715843.97,567659.09,34530355.91,592059.09,37492271.26,0,345770.65,NY-Sen03
NY-24,New York,FALSE,24,"Lake Ontario: Batavia, Oswego, Watertown",NA,6,R+11,40.25743,57.45938,35.8,57.2,Claudia Tenney,Republican,0,0,Steve Holden,NA,Claudia Tenney,NA,Write-ins,NA,Claudia Tenney,34.2748320126383,34.2959845821814,NA,NA,65.7,NA,0.1,95028,NA,182054,NA,171,NA,NA,NA,NA,Kathy Hochul,NA,Lee Zeldin,NA,NA,NA,34.1,65.9,https://about.bgov.com/news/new-york-center-of-gravity-in-2024-campaign-for-house-control/,Charles E. Schumer,NA,Joe Pinion,NA,Diane Sare,No Party Affiliation,38.5,61,NA,NA,Greg Giroux,3681925.73,203287.41,88.7300704006626,3.55691582979605,3.82334480795113,1.13867248162336,2.0477986851641,0.111942230044518,91.9251588803583,2.8012528614993,3.67693362974472,0.733535532176888,0.803616439261836,0.0259497698404172,24.1203194841357,334,24.7272879922759,69.194560106655,6.4879999999999995,NY-24-holden_steven-,0,Steven Holden,0,-0.940019875808762,100,NA,-1.36,-1.36,0.15756932,0.14386055,0.01370877,0.05171397,FALSE,FALSE,@believein_steve,NA,NY-24-tenney_claudia-,Claudia Tenney,0,0,0.991787533242372,53.9,0.95,1.08,1.06,3.30112174,2.79553619,0.50558555,1.86663804,FALSE,FALSE,@claudiatenney,@RepTenney,0,M,F,0,1,0.086914961947085,0.8554277003360904,FALSE,0.6150537634408603,0.5880194001421045,0,0,FALSE,592671.29,37885457.97,561064.96,38279011.8,01/01/2022,01/01/2021,12/31/2022,12/31/2022,244547.7,30814511.94,323111.39,3715843.97,567659.09,34530355.91,592059.09,37492271.26,0,345770.65,NY-Sen03
NY-25,New York,FALSE,25,West: Rochester and suburbs,NA,1,D+7,58.77057,39.07389,53.6,39.9,Joe Morelle,Democrat,0,0,Joseph Morelle,NA,La'Ron Singletary,NA,Write-ins,NA,Joseph Morelle,53.8428300229507,53.8680141170468,NA,NA,46.1,NA,0.1,152022,NA,130190,NA,132,NA,NA,NA,NA,Kathy Hochul,NA,Lee Zeldin,NA,NA,NA,53.3,46.7,https://about.bgov.com/news/new-york-center-of-gravity-in-2024-campaign-for-house-control/,Charles E. Schumer,NA,Joe Pinion,NA,Diane Sare,No Party Affiliation,56.2,43.3,NA,NA,Greg Giroux,572228.67,1940128.01,70.7486245763889,7.92431374195987,15.4952009588391,4.86769119438136,1.48655590051076,0.122923942224132,75.8081165804136,7.31712360991195,13.658148203678,2.55657289981026,0.502870220535648,0.0298137587911813,38.9038967088646,107,44.1984448892116,42.3021079520702,6.569500000000001,NY-25-morelle_joseph-,0,Joseph Morelle,1,-0.850398593319007,100,-1.03,-0.67,-0.85,2.25129588,2.20495117,0.04634471,0.8673254,FALSE,FALSE,@votemorelle,@RepJoeMorelle,NY-25-singletary_laron-,La'Ron Singletary,0,0,0.991787533242372,100,0.99,0.81,0.98,0.7100752,0.60550904,0.10456616,0.5026372,FALSE,FALSE,@LaRonSingletary,NA,0,M,M,0,0,0.19766254312269238,0.8364569406723077,FALSE,0.42673796791443847,0.39934698397844903,0,0,FALSE,592671.29,37885457.97,561064.96,38279011.8,01/01/2022,01/01/2021,12/31/2022,12/31/2022,244547.7,30814511.94,323111.39,3715843.97,567659.09,34530355.91,592059.09,37492271.26,0,345770.65,NY-Sen03
NY-26,New York,FALSE,26,"West: Buffalo, Niagara Falls",NA,0,D+9,60.81359,37.41813,55.5,39.7,Brian Higgins,Democrat,0,0,Brian Higgins,NA,Steven Sams,NA,Write-ins,NA,Brian Higgins,63.9370585766044,63.9759075450001,NA,NA,36,NA,0.1,156883,NA,88339,NA,149,NA,NA,NA,NA,Kathy Hochul,NA,Lee Zeldin,NA,NA,NA,57.2,42.8,https://about.bgov.com/news/new-york-center-of-gravity-in-2024-campaign-for-house-control/,Charles E. Schumer,NA,Joe Pinion,NA,Diane Sare,No Party Affiliation,59.9,39.5,NA,NA,Greg Giroux,33385.11,1582112.95,68.7676703164489,5.93142022169645,18.1587550420378,5.87722990724747,1.73473518515831,0.104509892151597,74.9665066722928,5.21353095275771,16.1923097209768,2.56131652513318,0.889814863653146,0.027251788948081,33.246574175207,175,36.2762489773126,47.7714700622583,5.6989,NY-26-higgins_brian-,0,Brian Higgins,1,-1.40222274156382,91.3,-1.17,-0.84,-0.9,1.54674645,1.48808457,0.05866188,0.61893464,FALSE,FALSE,@Higgins4WNY,@RepBrianHiggins,NY-26-sams_steven-,Steven Sams,0,0,0.991787533242372,100,0.94,NA,0.94,0.03665911,0.02790211,0.008757,0.018482,FALSE,FALSE,@StevenLSamsII,NA,0,M,M,0,0,0.1840601253467595,0.8263912196613754,FALSE,0.4170168067226891,0.38091697875187364,0,0,FALSE,592671.29,37885457.97,561064.96,38279011.8,01/01/2022,01/01/2021,12/31/2022,12/31/2022,244547.7,30814511.94,323111.39,3715843.97,567659.09,34530355.91,592059.09,37492271.26,0,345770.65,NY-Sen03
OH-01,Ohio,FALSE,1,Cincinnati and suburbs: Warren County,NA,3,D+2,53.46392,45.00562,49.7,45.7,Steve Chabot,Republican,0,0,Greg Landsman Flip,NA,Steve Chabot,NA,Write-ins,NA,Greg Landsman,52.7587579349285,52.7587579349285,NA,NA,47.2,NA,0,156416,NA,140058,NA,0,NA,NA,NA,NA,Nan Whaley,NA,Mike DeWine,NA,NA,NA,45.2,54.8,https://twitter.com/OPoliticsguru/status/1614844180903219200/photo/3,Tim Ryan,NA,J.D. Vance,NA,NA,NA,54.2,45.8,NA,NA,Ohio 2022 US Senate by CD,2037577.38,2429785.6,70.2300025177352,3.31518260162682,19.6528158317824,4.98873601463907,1.61167965850953,0.145140030509027,74.6844523959868,2.11253771135901,19.8896723496808,2.58524521153441,0.475513926892584,0.0664772328632569,43.5560979194628,74,48.3047877931979,38.6082861515935,6.9885,OH-01-landsman_greg-,0,Greg Landsman,0,-0.940019875808762,100,-0.87,-0.97,-0.9,2.76811646,2.15230289,0.61581357,2.35645987,FALSE,FALSE,@VoteLandsman,NA,OH-01-chabot_steve-,Steve Chabot,0,1,0.872270149910199,100,0.84,0.72,0.76,2.23465879,2.12270967,0.11194912,1.21307249,FALSE,FALSE,@SteveChabot,@RepSteveChabot,0,M,M,0,0,0.1840601253467595,0.7763727075624006,FALSE,0.4790356394129979,0.45705118557474733,0,0,FALSE,15994977.29,57770819.94,15553668.44,57714280.21,03/17/2021,04/25/2021,12/31/2022,12/31/2022,5205512.72,29441809.04,3748116.45,22701502.65,8953629.17,52143311.69,9798801.8,53450156.95,0,505.65,OH-Sen03
OH-02,Ohio,FALSE,2,"South: Cincinnati suburbs, Portsmouth",NA,6,R+25,26.65002,72.00795,26.3,69.7,Brad Wenstrup,Republican,0,0,Samantha Meadows,NA,Brad Wenstrup,NA,Write-ins,NA,Brad Wenstrup,25.4961956395281,25.4961956395281,NA,NA,74.5,NA,0,65745,NA,192117,NA,0,NA,NA,NA,NA,Nan Whaley,NA,Mike DeWine,NA,NA,NA,22.8,77.2,https://twitter.com/OPoliticsguru/status/1614844180903219200/photo/4,Tim Ryan,NA,J.D. Vance,NA,NA,NA,29.6,70.4,NA,NA,Ohio 2022 US Senate by CD,1980100.51,26798.25,92.4345348335545,1.19849277967976,2.70374459275688,0.818406854341953,2.27461003052827,0.0679134972334272,94.9544490861791,1.01306683108739,2.630017112504,0.448749863990214,0.863043915499181,0.0268722365284368,19.1810837135949,416,19.0984730024517,76.8195992628284,5.6397,OH-02-meadows_samantha-,0,Samantha Meadows,0,-0.940019875808762,72.1,-1.1,-1.37,-1.24,0.0229245,0.017652,0.0052725,0.0154245,FALSE,FALSE,@SMeadows4OH2,NA,OH-02-wenstrup_brad-,Brad Wenstrup,0,1,0.937430196935417,77.3,0.9,0.74,0.85,2.08819425,1.91959958,0.16859467,0.77483155,FALSE,FALSE,@bradwenstrup,@RepBradWenstrup,0,F,M,1,0,0.10748769707458689,0.8023374568773076,FALSE,0.7260416666666667,0.7298746365853666,0,0,FALSE,15994977.29,57770819.94,15553668.44,57714280.21,03/17/2021,04/25/2021,12/31/2022,12/31/2022,5205512.72,29441809.04,3748116.45,22701502.65,8953629.17,52143311.69,9798801.8,53450156.95,0,505.65,OH-Sen03
OH-03,Ohio,FALSE,3,"Central: Columbus, Westerville",NA,0,D+20,71.13624,27.37171,66.9,28.5,Joyce Beatty,Democrat,0,0,Joyce Beatty,NA,Lee Stahley,NA,Write-ins,NA,Joyce Beatty,70.4505848213078,70.4554851823371,NA,NA,29.5,NA,0.1,182324,NA,76455,NA,18,NA,NA,NA,NA,Nan Whaley,NA,Mike DeWine,NA,NA,NA,62.6,37.4,https://twitter.com/OPoliticsguru/status/1614844180903219200/photo/5,Tim Ryan,NA,J.D. Vance,NA,NA,NA,71.8,28.2,NA,NA,Ohio 2022 US Senate by CD,0,2128485.64,59.4571505601627,5.331371383467,27.2236785260689,6.5361515248963,1.73083606999354,0.146009348496217,64.8451672279056,3.08140534923599,27.2535115111601,3.67474034943991,0.815170650310056,0.036351965045369,43.225682281843,76,52.5905262894842,30.7427525094539,6.4055,OH-03-beatty_joyce-,0,Joyce Beatty,1,-1.34113519747768,100,-1.27,-1.39,-1.35,2.24389559,2.20932317,0.03457242,0.6745991,FALSE,FALSE,@JoyceBeatty,@RepBeatty,OH-03-stahley_lee-,Lee Stahley,0,0,1.49841747679315,100,NA,1.09,1.09,0,0,0,0,FALSE,FALSE,@LeeStahley,NA,0,F,M,1,0,0.08850799143740201,0.8621434279679645,FALSE,0.29874213836477986,0.2778629542082644,0,0,FALSE,15994977.29,57770819.94,15553668.44,57714280.21,03/17/2021,04/25/2021,12/31/2022,12/31/2022,5205512.72,29441809.04,3748116.45,22701502.65,8953629.17,52143311.69,9798801.8,53450156.95,0,505.65,OH-Sen03
OH-04,Ohio,FALSE,4,"North central: Lima, Marion, Delaware",NA,6,R+20,31.37614,67.05021,28.9,66.4,Jim Jordan,Republican,0,0,Tamie Wilson,NA,Jim Jordan,NA,Write-ins,NA,Jim Jordan,30.8051530900619,30.8051530900619,NA,NA,69.2,NA,0,89383,NA,200773,NA,0,NA,NA,NA,NA,Nan Whaley,NA,Mike DeWine,NA,NA,NA,25.5,74.5,https://twitter.com/OPoliticsguru/status/1614844180903219200/photo/6,Tim Ryan,NA,J.D. Vance,NA,NA,NA,33.6,66.4,NA,NA,Ohio 2022 US Senate by CD,13298626.48,1284975.6,86.8513586218729,2.04430408211196,5.642532451849,3.16581466508759,1.80227900011826,0.0971098574000876,90.5115642961014,1.65691434111211,5.46032130738869,1.52101655010041,0.734021189668306,0.032373104355654,26.3030574661128,295,25.6108585680488,67.3307755764984,6.7184,OH-04-wilson_tamie-,0,Tamie Wilson,0,-0.940019875808762,51.7,-1.19,NA,-1.19,0.1704394,0.05039055,0.12004885,0.15486229,FALSE,FALSE,@Tamie_Wilson_,NA,OH-04-jordan_jim-,Jim Jordan,0,1,1.2306504085489,100,1.13,1.56,1.41,14.29313139,6.17997462,8.11315677,13.29287357,FALSE,FALSE,@Votejimjordan,@Jim_Jordan,0,F,M,1,0,0.11702319602310875,0.9207301585466076,FALSE,0.6967471143756558,0.6812221524012625,0,0,TRUE,15994977.29,57770819.94,15553668.44,57714280.21,03/17/2021,04/25/2021,12/31/2022,12/31/2022,5205512.72,29441809.04,3748116.45,22701502.65,8953629.17,52143311.69,9798801.8,53450156.95,0,505.65,OH-Sen03
OH-05,Ohio,FALSE,5,"Northwest: Bowling Green, Findlay, Lorain",NA,6,R+15,35.82513,62.62052,34.9,59.9,Bob Latta,Republican,0,0,Craig Swartz,NA,Bob Latta,NA,Write-ins,NA,Bob Latta,33.0910169073756,33.0910169073756,NA,NA,66.9,NA,0,92634,NA,187303,NA,0,NA,NA,NA,NA,Nan Whaley,NA,Mike DeWine,NA,NA,NA,28.8,71.2,https://twitter.com/OPoliticsguru/status/1614844180903219200/photo/7,Tim Ryan,NA,J.D. Vance,NA,NA,NA,38.6,61.4,NA,NA,Ohio 2022 US Senate by CD,1477675.28,61862.48,86.0405403198145,6.01930646979077,4.7070545383271,1.24561030985087,1.82333436780295,0.145206866700423,88.468811918437,5.58367401536622,4.5142250424285,0.749249663498115,0.628025381856487,0.0270873567254395,22.727759944488,365,23.4243701939204,67.7455499084991,6.2384,OH-05-swartz_craig-,0,Craig Swartz,0,-0.940019875808762,55.2,-1,-1.3,-1.2,0.05498087,0.028985,0.02599587,0.04487087,FALSE,FALSE,@ForSwartz,NA,OH-05-latta_bob-,Bob Latta,0,1,0.932339568261572,100,1.05,0.71,0.81,1.56072466,1.40989371,0.15083095,0.59841243,FALSE,FALSE,@latta4congress,@boblatta,0,M,M,0,0,0.11506967022170828,0.7910299121283983,FALSE,0.6318565400843882,0.6360923006755504,0,0,FALSE,15994977.29,57770819.94,15553668.44,57714280.21,03/17/2021,04/25/2021,12/31/2022,12/31/2022,5205512.72,29441809.04,3748116.45,22701502.65,8953629.17,52143311.69,9798801.8,53450156.95,0,505.65,OH-Sen03
OH-06,Ohio,FALSE,6,"East: Youngstown, Steubenville, Marietta",NA,6,R+16,34.95696,63.67929,35.7,60.3,Bill Johnson,Republican,0,0,Louis Lyras,NA,Bill Johnson,NA,Write-ins,NA,Bill Johnson,32.2772778663471,32.2772778663471,NA,NA,67.7,NA,0,90500,NA,189883,NA,0,NA,NA,NA,NA,Nan Whaley,NA,Mike DeWine,NA,NA,NA,27.6,72.4,https://twitter.com/OPoliticsguru/status/1614844180903219200/photo/8,Tim Ryan,NA,J.D. Vance,NA,NA,NA,37.7,62.3,NA,NA,Ohio 2022 US Senate by CD,1599622.37,116677.33,87.3698742999655,2.57603158167639,6.94571024575367,0.7427801609304,1.92120804365702,0.0773000338784099,89.841870553309107,2.23230281005272,6.62237037416185,0.543999846445207,0.625415877565645,0.00719788094385013,18.8278158264908,419,19.3112208111349,72.4923085499056,5.2326,OH-06-lyras_lou-,0,Lou Lyras,0,-0.940019875808762,31.3,-1.15,NA,-1.15,0.14424842,0.13862202,0.0056264,0.0210764,FALSE,FALSE,NA,NA,OH-06-johnson_bill-,Bill Johnson,0,1,0.842744503601897,77.3,0.72,0.87,0.76,1.70698483,1.656802,0.05018283,0.77335504,FALSE,FALSE,@JohnsonLeads,@RepBillJohnson,0,M,M,0,0,0.12507193563715027,0.7763727075624006,FALSE,0.6281249999999999,0.6455972322548759,0,0,FALSE,15994977.29,57770819.94,15553668.44,57714280.21,03/17/2021,04/25/2021,12/31/2022,12/31/2022,5205512.72,29441809.04,3748116.45,22701502.65,8953629.17,52143311.69,9798801.8,53450156.95,0,505.65,OH-Sen03
OH-07,Ohio,FALSE,7,"Northeast: Parma, Brunswick, Wooster",NA,6,R+7,44.7898,54.01268,42.1,53.6,OPEN (Gibbs),Republican,0,0,Matthew Diemer,NA,Max Miller,NA,Write-ins,NA,Max Miller,44.630121914663,44.6427688830164,NA,NA,55.3,NA,0.1,135485,NA,168002,NA,86,NA,NA,NA,NA,Nan Whaley,NA,Mike DeWine,NA,NA,NA,37.4,62.6,https://twitter.com/OPoliticsguru/status/1614844180903219200/photo/9,Tim Ryan,NA,J.D. Vance,NA,NA,NA,48.2,51.8,NA,NA,Ohio 2022 US Senate by CD,3061707.79,267532.6,88.0541068316529,3.048278980134,3.58472990673834,3.3798332288542,1.39996697283596,0.0824075840629504,90.9896117725306,2.63065233033441,3.53407260362287,2.34572878340197,0.421176538629679,0.0204124332130701,35.3679688677061,150,34.8487348566796,59.2808832187994,7.5339,OH-07-diemer_matthew-,0,Matthew Diemer,0,-0.940019875808762,62.8,-0.77,-1.17,-0.88,0.27677853,0.19212293,0.0846556,0.2305986,FALSE,FALSE,@MatthewDiemer,NA,OH-07-miller_max-,Max Miller,0,0,1.49841747679315,71.8,0.93,1.18,1.1,3.04548899,2.71809499,0.327394,1.57725532,FALSE,FALSE,@MaxMillerOH,NA,0,M,M,0,0,0.18942965477671217,0.8643339390536173,FALSE,0.5600835945663531,0.5466733223700457,0,0,FALSE,15994977.29,57770819.94,15553668.44,57714280.21,03/17/2021,04/25/2021,12/31/2022,12/31/2022,5205512.72,29441809.04,3748116.45,22701502.65,8953629.17,52143311.69,9798801.8,53450156.95,0,505.65,OH-Sen03
OH-08,Ohio,FALSE,8,"Southwest: Butler County, Cincinnati suburbs",NA,6,R+14,38.26064,60.28502,34.9,60.9,Warren Davidson,Republican,0,0,Vanessa Enoch,NA,Warren Davidson,NA,Write-ins,NA,Warren Davidson,35.3615425432747,35.3615425432747,NA,NA,64.6,NA,0,98629,NA,180287,NA,0,NA,NA,NA,NA,Nan Whaley,NA,Mike DeWine,NA,NA,NA,30.6,69.4,https://twitter.com/OPoliticsguru/status/1614844180903219200/photo/10,Tim Ryan,NA,J.D. Vance,NA,NA,NA,38.7,61.3,NA,NA,Ohio 2022 US Senate by CD,934818.23,0,77.4411544023017,3.95020381256201,12.9216004876263,3.49139780137509,1.98959487594846,0.14973308090721,83.116105841799,1.74653711413307,12.5178146434614,1.76952941259065,0.663266380696298,0.0124614747365539,28.8589705791074,249,29.3834606525317,58.6937175858573,7.038200000000001,OH-08-enoch_vanessa-,0,Vanessa Enoch,0,-0.940019875808762,100,-1.19,NA,-1.19,0,0,0,0,FALSE,FALSE,NA,NA,OH-08-davidson_warren-,Warren Davidson,0,1,1.08505842847693,71.2,1.24,1.33,1.31,0.97616959,0.90260004,0.07356955,0.48606835,FALSE,FALSE,@Vote_Davidson,@WarrenDavidson,0,F,M,1,0,0.11702319602310875,0.904902082204761,FALSE,0.6356993736951984,0.6117470825199203,0,0,FALSE,15994977.29,57770819.94,15553668.44,57714280.21,03/17/2021,04/25/2021,12/31/2022,12/31/2022,5205512.72,29441809.04,3748116.45,22701502.65,8953629.17,52143311.69,9798801.8,53450156.95,0,505.65,OH-Sen03
