row,candidate,chamber,incumbent,stateDist,candStem,lname,generalElec,party,nominateAdj,duckM,fname,state,candStemDIME,recipient.cfscore,dwdime,recipient.cfscore.dyn,district,gen.vote.pct,...1,avgIdeal,idealTwitter,idealWeb,twWeight,liberal,conservative,moderate,thetaExternal,thetaStart,sigmaStart,idealWebLibcon,seThetaWebLibcon,wordCountWebLibcon,idealTwitterLibcon,seThetaTwitterLibcon,wordCountTwitterLibcon,partyLeader,followersCampaign,followersOfficial,house,rep,webIdeal,twIdeal,prob,diff,year
658,Rudy Yakym,House,0,IN-02,IN-02-yakym_rudy-,yakym,1,R,NA,NA,rudy,IN,IN-02-yakym_rudy-,1.452,1.396,1.295,IN02,66.58360077,1761,0.56,0.56,NA,1,0,0,0,NA,0.991787533,0.5,NA,NA,NA,0.56,0.0797,224,0,NA,NA,1,1,NA,0.56,0.71,0.892,2022
659,Gary Snyder,House,0,IN-03,IN-03-snyder_gary-,snyder,1,D,NA,NA,gary,IN,IN-03-snyder_gary-,-0.922,-1.091,-0.921,IN03,31.52490685,793,-1.28,-1.39,-0.88,0.79,0,0,0,NA,-0.940019876,0.5,-0.88,0.0741,467,-1.39,0.0135,19636,0,NA,NA,1,0,-0.88,-1.39,0.1,0.358,2022
660,Jim Banks,House,1,IN-03,IN-03-banks_jim-,banks,1,R,0.646,2.122168101,james,IN,IN-03-banks_james-,1.327,1.561,1.327,IN03,68.47509315,434,1.36,1.44,0.96,0.82,0,0,0,1.13,1.133928464,0.5,0.96,0.058,417,1.44,0.0071,21911,0,NA,NA,1,1,0.96,1.44,0.91,-0.033,2022
661,Jim Baird,House,1,IN-04,IN-04-baird_jim-,baird,1,R,0.469,1.741131979,james,IN,IN-04-baird_james-,1.24,1.173,1.294,IN04,68.21717974,363,0.73,0.7,0.77,0.51,0,0,0,0.97,0.968992095,0.5,0.77,0.0539,615,0.7,0.0147,7272,0,NA,NA,1,1,0.77,0.7,0.77,0.51,2022
662,Roger Day,House,0,IN-04,IN-04-day_roger-,day,1,D,NA,NA,roger,IN,IN-04-day_roger-,-1.2,NA,-1.107,IN04,31.78282026,794,NA,NA,NA,NA,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2022
663,Jeannine Lee Lake,House,0,IN-05,IN-05-lake_jeannine-,lee-lake,1,D,NA,NA,jeannine,IN,IN-05-lee-lake_jeannine-,-1.039,-1.154,-1.039,IN05,38.92937348,797,-1.02,-1.17,-0.94,0.37,0,0,0,NA,-0.940019876,0.5,-0.94,0.0904,429,-1.17,0.0397,2779,0,NA,NA,1,0,-0.94,-1.17,0.15,-0.019,2022
664,Victoria Spartz,House,1,IN-05,IN-05-spartz_victoria-,spartz,1,R,0.428,NA,victoria,IN,IN-05-spartz_victoria-,1.407,1.405,1.424,IN05,61.07062652,344,0.87,0.74,1.12,0.67,0,0,0,0.87,0.871252024,0.5,1.12,0.0491,499,0.74,0.0116,11200,0,NA,NA,1,1,1.12,0.74,0.81,0.537,2022
665,Cynthia Wirth,House,0,IN-06,IN-06-wirth_cynthia-,wirth,1,D,NA,NA,cynthia,IN,IN-06-wirth_cynthia-,-1.05,-1.061,-1.071,IN06,32.47039127,799,-1.22,-1.28,-1.18,0.42,0,0,0,NA,-0.940019876,0.5,-1.18,0.0582,879,-1.28,0.0248,7062,0,NA,NA,1,0,-1.18,-1.28,0.11,0.17,2022
666,Greg Pence,House,1,IN-06,IN-06-pence_greg-,pence,1,R,0.527,1.765463285,gregory,IN,IN-06-pence_gregory-,1.303,1.312,1.306,IN06,67.52960873,380,0.85,0.66,1.15,0.61,0,0,0,1.08,1.076913423,0.5,1.15,0.0552,471,0.66,0.0131,8223,0,NA,NA,1,1,1.15,0.66,0.8,0.453,2022
667,Andre Carson,House,1,IN-07,IN-07-carson_andre-,carson,1,D,-0.429,-1.480525376,andre,IN,IN-07-carson_andre-,-0.74,-1.14,-0.793,IN07,68.62583363,75,-1.04,-1.06,-1.04,0.14,0,0,0,-1.12,-1.118165662,0.5,-1.04,0.0221,6108,-1.06,0.0189,10883,0,NA,NA,1,0,-1.04,-1.06,0.15,0.3,2022
668,Angela Grabovsky,House,0,IN-07,IN-07-grabovsky_angela-,grabovsky,1,R,NA,NA,angela,IN,IN-07-grabovsky_angela-,1.244,1.107,1.244,IN07,31.37416637,1764,0.89,0.89,0.89,0.11,0,0,0,NA,0.991787533,0.5,0.89,0.0473,692,0.89,0.044,950,0,NA,NA,1,1,0.89,0.89,0.81,0.354,2022
669,Larry Bucshon,House,1,IN-08,IN-08-bucshon_larry-,bucshon,1,R,0.41,1.736006808,larry,IN,IN-08-bucshon_larry-,1.158,1.063,1.151,IN08,67.58319689,143,0.8,0.71,0.88,0.48,0,0,0,0.86,0.862088893,0.5,0.88,0.0336,1281,0.71,0.0106,13215,0,NA,NA,1,1,0.88,0.71,0.79,0.358,2022
670,Ray McCormick,House,0,IN-08,IN-08-mccormick_ray-,mccormick,1,D,NA,NA,ray,IN,IN-08-mccormick_ray-,-0.472,-0.485,-0.469,IN08,32.41680311,803,-0.89,NA,-0.89,0,0,0,0,NA,-0.940019876,0.5,-0.89,0.0631,764,NA,NA,NA,0,NA,NA,1,0,-0.89,NA,0.19,0.418,2022
671,Erin Houchin,House,0,IN-09,IN-09-houchin_erin-,houchin,1,R,NA,NA,erin,IN,IN-09-houchin_erin-,1.174,1.324,1.217,IN09,NA,1771,0.96,NA,0.96,0,0,0,0,NA,0.991787533,0.5,0.96,0.049,720,NA,NA,NA,0,NA,NA,1,1,0.96,NA,0.83,0.214,2022
672,Matthew Fyfe,House,0,IN-09,IN-09-fyfe_matthew-,fyfe,1,D,NA,NA,matthew,IN,IN-09-fyfe_matthew-,-0.969,-0.824,-0.969,IN09,NA,807,-1.02,-0.92,-1.05,0.19,0,0,0,NA,-0.940019876,0.5,-1.05,0.0494,1036,-0.92,0.0379,2802,0,NA,NA,1,0,-1.05,-0.92,0.15,0.051,2022
673,James Beard,House,0,KS-01,KS-01-beard_james-,beard,1,D,NA,NA,james,KS,KS-01-beard_james-,-1.048,NA,-1.048,KS01,32.33385761,809,NA,NA,NA,NA,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2022
674,Tracey Mann,House,1,KS-01,KS-01-mann_tracey-,mann,1,R,0.684,NA,tracey,KS,KS-01-mann_tracey-,1.238,1.331,1.291,KS01,67.66614239,453,1.17,0.99,1.31,0.45,0,0,0,1.19,1.192979756,0.5,1.31,0.044,480,0.99,0.0186,4381,0,NA,NA,1,1,1.31,0.99,0.88,0.068,2022
675,Jake LaTurner,House,1,KS-02,KS-02-laturner_jake-,laturner,1,R,0.505,NA,jake,KS,KS-02-laturner_jake-,1.333,1.332,1.311,KS02,57.63933527,370,0.89,0.9,0.84,0.84,0,0,0,1.01,1.007680873,0.5,0.84,0.0614,382,0.9,0.0084,22451,0,NA,NA,1,1,0.84,0.9,0.81,0.443,2022
676,Patrick Schmidt,House,0,KS-02,KS-02-schmidt_patrick-,schmidt,1,D,NA,NA,patrick,KS,KS-02-schmidt_patrick-,-0.808,-0.973,-0.808,KS02,42.36066473,163,-0.69,-0.72,-0.68,0.23,0,0,1,-0.42,-0.421059398,0.5,-0.68,0.0546,863,-0.72,0.0369,2932,0,NA,NA,1,0,-0.68,-0.72,0.25,-0.118,2022
677,Amanda Adkins,House,0,KS-03,KS-03-adkins_amanda-,adkins,1,R,NA,NA,amanda,KS,KS-03-adkins_amanda-,1.308,1.138,1.334,KS03,NA,1777,0.87,0.85,0.87,0.14,0,0,0,NA,0.991787533,0.5,0.87,0.0206,3720,0.85,0.0156,6972,0,NA,NA,1,1,0.87,0.85,0.81,0.438,2022
678,Sharice Davids,House,1,KS-03,KS-03-davids_sharice-,davids,1,D,-0.258,-0.6645147,sharice,KS,KS-03-davids_sharice-,-0.985,-0.832,-0.978,KS03,56.23169795,124,-0.46,-0.4,-0.58,0.69,0,0,1,-0.5,-0.503217718,0.5,-0.58,0.048,979,-0.4,0.0112,24343,0,NA,NA,1,0,-0.58,-0.4,0.32,-0.525,2022
679,Bob Hernandez,House,0,KS-04,KS-04-hernandez_bob-,hernandez,1,D,NA,NA,bob,KS,KS-04-hernandez_bob-,-1.051,-1.019,-1.051,KS04,36.65777739,810,-1.24,NA,-1.24,0,0,0,0,NA,-0.940019876,0.5,-1.24,0.0922,328,NA,NA,NA,0,NA,NA,1,0,-1.24,NA,0.11,0.189,2022
680,Ron Estes,House,1,KS-04,KS-04-estes_ron-,estes,1,R,0.634,2.130168842,ron,KS,KS-04-estes_ron-,1.186,1.402,1.192,KS04,63.34222261,429,1.04,0.95,1.18,0.62,0,0,0,1.16,1.15632723,0.5,1.18,0.0434,761,0.95,0.0109,14051,0,NA,NA,1,1,1.18,0.95,0.85,0.146,2022
681,James Comer,House,1,KY-01,KY-01-comer_james-,comer,1,R,0.595,2.150871274,james,KY,KY-01-comer_james-,1.206,1.421,0.703,KY01,74.90380626,412,1.06,1.13,0.9,0.69,0,0,0,0.95,0.952702083,0.5,0.9,0.0538,484,1.13,0.0109,11819,0,NA,NA,1,1,0.9,1.13,0.86,0.146,2022
682,Jimmy Ausbrooks,House,0,KY-01,KY-01-ausbrooks_jimmy-,ausbrooks,1,D,NA,NA,jimmy,KY,KY-01-ausbrooks_jimmy-,-1.148,NA,-1.159,KY01,25.09619374,817,-1.07,-1.23,-1.03,0.22,0,0,0,NA,-0.940019876,0.5,-1.03,0.0617,792,-1.23,0.0403,2450,0,NA,NA,1,0,-1.03,-1.23,0.14,-0.078,2022
683,Brett Guthrie,House,1,KY-02,KY-02-guthrie_brett-,guthrie,1,R,0.421,1.735923022,s brett,KY,KY-02-guthrie_s brett-,0.936,1.041,1.034,KY02,71.85782446,341,0.6,0.6,0.59,0.54,0,0,0,0.84,0.841726378,0.5,0.59,0.035,1040,0.6,0.0102,13908,0,NA,NA,1,1,0.59,0.6,0.73,0.336,2022
684,Hank Linderman,House,0,KY-02,KY-02-linderman_hank-,linderman,1,D,NA,NA,hank,KY,KY-02-linderman_hank-,-0.944,-1.134,-0.967,KY02,28.14217554,819,-1.27,-1.47,-1.01,0.57,0,0,0,NA,-0.940019876,0.5,-1.01,0.0791,615,-1.47,0.0185,9133,0,NA,NA,1,0,-1.01,-1.47,0.1,0.326,2022
685,Morgan McGarvey,House,0,KY-03,KY-03-mcgarvey_morgan-,mcgarvey,1,D,NA,NA,morgan,KY,KY-03-mcgarvey_morgan-,-0.362,-1.348,-0.356,KY03,NA,820,-1.24,-1.2,-1.25,0.17,0,0,0,NA,-0.940019876,0.5,-1.25,0.0411,1536,-1.2,0.0335,3428,0,NA,NA,1,0,-1.25,-1.2,0.11,0.878,2022
686,Stuart Ray,House,0,KY-03,KY-03-ray_stuart-,ray,1,R,NA,NA,stuart,KY,KY-03-ray_stuart-,0.844,1.008,0.844,KY03,38.00205735,1788,0.81,NA,0.81,0,0,0,0,NA,0.991787533,0.5,0.81,0.0527,479,NA,NA,NA,0,NA,NA,1,1,0.81,NA,0.79,0.034,2022
687,Matthew Lehman,House,0,KY-04,KY-04-lehman_matthew-,lehman,1,D,NA,NA,matthew,KY,KY-04-lehman_matthew-,-0.759,-1.125,-0.758,KY04,32.31158946,821,-0.95,-0.9,-0.98,0.39,0,0,0,NA,-0.940019876,0.5,-0.98,0.0587,989,-0.9,0.0261,7006,0,NA,NA,1,0,-0.98,-0.9,0.17,0.191,2022
688,Thomas Massie,House,1,KY-04,KY-04-massie_thomas-,massie,1,R,0.68,2.832127788,thomas,KY,KY-04-massie_thomas-,1.342,1.617,1.453,KY04,NA,451,1.46,1.49,1.25,0.87,0,1,0,1.24,1.241849792,0.5,1.25,0.0529,441,1.49,0.0061,32736,0,NA,NA,1,1,1.25,1.49,0.93,-0.118,2022
689,Conor Halbleib,House,0,KY-05,KY-05-halbleib_conor-,halbleib,1,D,NA,NA,conor,KY,KY-05-halbleib_conor-,-1.055,NA,-1.055,KY05,17.82522045,822,-1.52,-1.52,NA,1,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,-1.52,0.0155,12630,0,NA,NA,1,0,NA,-1.52,0.06,0.465,2022
690,Hal Rogers,House,1,KY-05,KY-05-rogers_hal-,rogers,1,R,0.338,1.543253112,harold,KY,KY-05-rogers_harold-,0.776,0.762,0.851,KY05,NA,322,0.63,0.63,0.63,0.02,0,0,0,0.89,0.892632665,0.5,0.63,0.0189,3975,0.63,0.0388,1054,0,NA,NA,1,1,0.63,0.63,0.74,0.146,2022
691,Andy Barr,House,1,KY-06,KY-06-barr_andy-,barr,1,R,0.477,1.819346766,garland,KY,KY-06-barr_garland-,1.046,1.075,1.062,KY06,65.08977276,150,0.73,0.83,0.65,0.45,0,0,0,0.91,0.907904551,0.5,0.65,0.0249,2213,0.83,0.0087,20552,0,NA,NA,1,1,0.65,0.83,0.77,0.316,2022
692,Geoff Young,House,0,KY-06,KY-06-young_geoff-,young,1,D,NA,NA,geoffrey,KY,KY-06-young_geoffrey-,-1.147,-1.126,-1.142,KY06,34.91022724,824,-1.23,NA,-1.23,0,0,0,0,NA,-0.940019876,0.5,-1.23,0.037,2204,NA,NA,NA,0,NA,NA,1,0,-1.23,NA,0.11,0.083,2022
693,Katie Darling,House,0,LA-01,LA-01-darling_katie-,darling,1,D,NA,NA,katie,LA,LA-01-darling_katie-,-0.986,-1.115,-0.986,LA01,25.70367614,164,-1.14,-1.14,NA,1,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,-1.14,0.0486,1761,0,NA,NA,1,0,NA,-1.14,0.13,0.154,2022
694,Steve Scalise,House,1,LA-01,LA-01-scalise_steve-,scalise,1,R,0.555,1.998937155,steve,LA,LA-01-scalise_steve-,1.274,1.227,1.221,LA01,74.29632386,398,1.08,1.36,0.87,0.43,0,0,0,0.94,0.937430197,0.5,0.87,0.0349,1157,1.36,0.0108,9816,1,NA,NA,1,1,0.87,1.36,0.86,0.194,2022
695,Dan Lux,House,0,LA-02,LA-02-lux_dan-,lux,1,R,NA,NA,daniel,LA,LA-02-lux_daniel-,-0.014,NA,-0.014,LA02,22.88597248,173,NA,NA,NA,NA,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2022
696,Troy Carter,House,1,LA-02,LA-02-carter_troy-,carter,1,D,-0.354,NA,troy,LA,LA-02-carter_troy-,0.049,-1.329,0.061,LA02,77.11402752,98,-1.05,-1.05,NA,1,0,0,0,-0.98,-0.978682436,0.5,NA,NA,NA,-1.05,0.0115,31472,0,NA,NA,1,0,NA,-1.05,0.15,1.099,2022
697,Clay Higgins,House,1,LA-03,LA-03-higgins_clay-,higgins,1,R,0.615,2.126525758,clay,LA,LA-03-higgins_clay-,1.301,1.402,1.31,LA03,65.74334136,420,1.04,1.01,1.07,0.42,0,0,0,1.21,1.208251642,0.5,1.07,0.0425,787,1.01,0.015,6307,0,NA,NA,1,1,1.07,1.01,0.85,0.261,2022
698,Lessie LeBlanc,House,0,LA-03,LA-03-leblanc_lessie-,leblanc,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,-1.64,-1.64,NA,1,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,-1.64,0.0119,18349,0,NA,NA,1,0,NA,-1.64,0.05,NA,2022
699,Mike Johnson,House,1,LA-04,LA-04-johnson_mike-,johnson,1,R,0.559,1.950142722,james,LA,LA-04-johnson_james-,1.407,1.424,1.17,LA04,100,400,1.2,1.19,1.21,0.73,0,0,0,1.09,1.089130931,0.5,1.21,0.0435,601,1.19,0.0089,17891,0,NA,NA,1,1,1.21,1.19,0.88,0.207,2022
700,Julia Letlow,House,1,LA-05,LA-05-letlow_julia-,letlow,1,R,0.434,NA,julia,LA,LA-05-letlow_julia-,1.072,1.012,1.118,LA05,67.58128945,351,0.68,0.58,0.87,0.66,0,0,0,0.93,0.931321443,0.5,0.87,0.0444,722,0.58,0.0096,15731,0,NA,NA,1,1,0.87,0.58,0.75,0.392,2022
701,Oscar Dantzler,House,0,LA-05,LA-05-dantzler_ocsar-,dantzler,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,829,NA,NA,NA,NA,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2022
702,Garret Graves,House,1,LA-06,LA-06-graves_garret-,graves,1,R,0.448,1.575713036,garret,LA,LA-06-graves_garret-,0.882,0.897,0.862,LA06,92.43003815,357,0.65,0.61,0.76,0.71,0,0,0,0.89,0.887542036,0.5,0.76,0.0564,509,0.61,0.0109,14043,0,NA,NA,1,1,0.76,0.61,0.74,0.232,2022
703,Dean Martilli,House,0,MA-01,MA-01-martilli_dean-,martilli,1,R,NA,NA,dean,MA,MA-01-martilli_dean-,1.343,NA,1.343,MA01,38.42887888,1808,1.11,1.11,NA,1,0,0,0,NA,0.991787533,0.5,NA,NA,NA,1.11,0.0272,2003,0,NA,NA,1,1,NA,1.11,0.87,0.233,2022
704,Richard Neal,House,1,MA-01,MA-01-neal_richard-,neal,1,D,-0.417,-1.370515077,richard,MA,MA-01-neal_richard-,-0.326,-1.185,-0.365,MA01,NA,247,-1.08,-0.89,-1.13,0.19,0,0,0,-1.06,-1.058096243,0.5,-1.13,0.0325,2800,-0.89,0.0231,7525,0,NA,NA,1,0,-1.13,-0.89,0.14,0.754,2022
705,Jeffrey Sossa-Paquette,House,0,MA-02,MA-02-sossa_jeffrey-,sossa-paquette,1,R,NA,NA,jeff,MA,MA-02-sossa-paquette_jeff-,1.227,0.987,1.222,MA02,NA,1809,1.22,1.29,0.96,0.79,0,0,0,NA,0.991787533,0.5,0.96,0.0513,618,1.29,0.0071,26325,0,NA,NA,1,1,0.96,1.29,0.89,0.007,2022
706,Jim McGovern,House,1,MA-02,MA-02-mcgovern_jim-,mcgovern,1,D,-0.539,-2.029391553,james,MA,MA-02-mcgovern_james-,-0.748,-1.401,-0.815,MA02,66.26643922,192,-1.28,-1.27,-1.34,0.87,0,0,0,-1.39,-1.391023358,0.5,-1.34,0.0723,461,-1.27,0.0102,34221,0,NA,NA,1,0,-1.34,-1.27,0.1,0.532,2022
707,Dean Tran,House,0,MA-03,MA-03-tran_dean-,tran,1,R,NA,NA,dean,MA,MA-03-tran_dean-,1.184,0.775,1.406,MA03,36.44258498,1810,0.87,1.16,0.82,0.14,0,0,0,NA,0.991787533,0.5,0.82,0.0392,1057,1.16,0.0283,1944,0,NA,NA,1,1,0.82,1.16,0.81,0.314,2022
708,Lori Trahan,House,1,MA-03,MA-03-trahan_lori-,trahan,1,D,-0.471,-1.58887222,lori,MA,MA-03-trahan_lori-,-0.599,-1.228,-0.604,MA03,63.55741502,73,-1.06,-0.96,-1.21,0.62,0,0,0,-1.04,-1.03976998,0.5,-1.21,0.0389,1891,-0.96,0.0107,33899,0,NA,NA,1,0,-1.21,-0.96,0.14,0.461,2022
709,Jake Auchincloss,House,1,MA-04,MA-04-auchincloss_jake-,auchincloss,1,D,-0.292,NA,jake,MA,MA-04-auchincloss_jake-,-0.329,-1.038,-0.378,MA04,100,296,-0.96,-1.02,-0.86,0.61,0,0,0,-0.89,-0.892141748,0.5,-0.86,0.0663,701,-1.02,0.018,12279,0,NA,NA,1,0,-0.86,-1.02,0.17,0.631,2022
710,Caroline Colarusso,House,0,MA-05,MA-05-colarusso_caroline-,colarusso,1,R,NA,NA,caroline,MA,MA-05-colarusso_caroline-,1.225,1.148,1.292,MA05,25.95095922,1811,1.21,1.21,NA,1,0,0,0,NA,0.991787533,0.5,NA,NA,NA,1.21,0.0158,6144,0,NA,NA,1,1,NA,1.21,0.89,0.015,2022
711,Katherine Clark,House,1,MA-05,MA-05-clark_katherine-,clark,1,D,-0.483,-1.649127521,katherine,MA,MA-05-clark_katherine-,-0.793,-1.332,-0.788,MA05,74.04904078,211,-1.38,-1.41,-1.31,0.68,0,0,0,-1.34,-1.336044569,0.5,-1.31,0.0542,806,-1.41,0.0125,18986,1,NA,NA,1,0,-1.31,-1.41,0.08,0.587,2022
712,Robert May,House,0,MA-06,MA-06-may_robert-,may,1,R,NA,NA,robert,MA,MA-06-may_robert-,1.295,1.024,1.295,MA06,35.86077847,1812,0.98,1.42,0.96,0.04,0,0,0,NA,0.991787533,0.5,0.96,0.0535,625,1.42,0.0664,312,0,NA,NA,1,1,0.96,1.42,0.84,0.315,2022
713,Seth Moulton,House,1,MA-06,MA-06-moulton_seth-,moulton,1,D,-0.284,-0.606800177,seth,MA,MA-06-moulton_seth-,-0.827,-0.9,-0.904,MA06,64.13922153,115,-1,-1.06,-0.95,0.44,0,0,0,-0.99,-0.990899945,0.5,-0.95,0.0545,1008,-1.06,0.0212,8812,0,NA,NA,1,0,-0.95,-1.06,0.16,0.173,2022
714,Ayanna Pressley,House,1,MA-07,MA-07-pressley_ayanna-,pressley,1,D,-0.8,-2.510359317,ayanna,MA,MA-07-pressley_ayanna-,-1.056,-1.106,-1.091,MA07,84.84023827,289,-1.75,-1.81,-1.65,0.64,1,0,0,-1.56,-1.555959728,0.5,-1.65,0.0282,1632,-1.81,0.007,32804,0,NA,NA,1,0,-1.65,-1.81,0.04,0.694,2022
715,Donnie Palmer,House,0,MA-07,MA-07-palmer_donnie-,palmer,1,R,NA,NA,donnie,MA,MA-07-palmer_donnie-,1.351,1.108,1.351,MA07,15.15976173,1813,1.56,1.56,NA,1,0,0,0,NA,0.991787533,0.5,NA,NA,NA,1.56,0.0094,11486,0,NA,NA,1,1,NA,1.56,0.94,-0.209,2022
716,Robert Burke,House,0,MA-08,MA-08-burke_robert-,burke,1,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1814,1.34,1.34,NA,1,0,0,0,NA,0.991787533,0.5,NA,NA,NA,1.34,0.0264,3749,0,NA,NA,1,1,NA,1.34,0.91,NA,2022
717,Stephen Lynch,House,1,MA-08,MA-08-lynch_stephen-,lynch,1,D,-0.35,-1.07138669,stephen,MA,MA-08-lynch_stephen-,-0.439,-1.074,-0.5,MA08,69.81915601,278,-0.88,-0.61,-0.92,0.12,0,0,0,-0.85,-0.849380468,0.5,-0.92,0.0293,3321,-0.61,0.0296,5026,0,NA,NA,1,0,-0.92,-0.61,0.19,0.441,2022
718,Bill Keating,House,1,MA-09,MA-09-keating_bill-,keating,1,D,-0.329,-1.210683408,william,MA,MA-09-keating_william-,-0.633,-1.035,-0.694,MA09,59.19831224,102,-0.77,-0.78,-0.75,0.57,0,0,0,-0.6,-0.60299404,0.5,-0.75,0.0735,611,-0.78,0.0219,9129,0,NA,NA,1,0,-0.75,-0.78,0.22,0.137,2022
719,Jesse Brown,House,0,MA-09,MA-09-brown_jesse-,brown,1,R,NA,NA,jesse,MA,MA-09-brown_jesse-,1.014,0.897,1.069,MA09,40.80168776,1816,0.81,0.94,0.78,0.22,0,0,0,NA,0.991787533,0.5,0.78,0.0521,611,0.94,0.0313,1906,0,NA,NA,1,1,0.78,0.94,0.79,0.204,2022
720,Andy Harris,House,1,MD-01,MD-01-harris_andy-,harris,1,R,0.671,2.597680561,andrew,MD,MD-01-harris_andrew-,0.965,1.411,1.023,MD01,55.79382495,444,1.07,1.05,1.07,0.21,0,1,0,1.5,1.498417477,0.5,1.07,0.0363,967,1.05,0.0231,2879,0,NA,NA,1,1,1.07,1.05,0.86,-0.105,2022
721,Heather Mizeur,House,0,MD-01,MD-01-mizeur_heather-,mizeur,1,D,NA,NA,heather,MD,MD-01-mizeur_heather-,-0.886,-1.102,-0.886,MD01,NA,834,-1.08,-0.89,-1.11,0.16,0,0,0,NA,-0.940019876,0.5,-1.11,0.018,10030,-0.89,0.0148,20680,0,NA,NA,1,0,-1.11,-0.89,0.14,0.194,2022
722,Dutch Ruppersberger,House,1,MD-02,MD-02-ruppersberger_dutch-,ruppersberger,1,D,-0.296,-1.021279342,c a dutch,MD,MD-02-ruppersberger_c a dutch-,-0.159,-0.946,-0.219,MD02,NA,295,-0.79,-0.65,-0.95,0.53,0,0,0,-0.8,-0.801528558,0.5,-0.95,0.054,1117,-0.65,0.017,13871,0,NA,NA,1,0,-0.95,-0.65,0.21,0.631,2022
723,Nicolee Ambrose,House,0,MD-02,MD-02-ambrose_nicolee-,ambrose,1,R,NA,NA,nicolee,MD,MD-02-ambrose_nicolee-,1.111,1.383,1.111,MD02,NA,1818,0.82,0.9,0.81,0.11,0,0,0,NA,0.991787533,0.5,0.81,0.0449,865,0.9,0.0348,1242,0,NA,NA,1,1,0.81,0.9,0.79,0.291,2022
724,John Sarbanes,House,1,MD-03,MD-03-sarbanes_john-,sarbanes,1,D,-0.467,-1.322601829,john,MD,MD-03-sarbanes_john-,-0.736,-1.229,-0.952,MD03,60.2488715,217,-0.81,-0.74,-0.88,0.5,0,0,0,-0.89,-0.890105497,0.5,-0.88,0.0443,1510,-0.74,0.0155,16790,0,NA,NA,1,0,-0.88,-0.74,0.21,0.074,2022
725,Yurizpy Morgan,House,0,MD-03,MD-03-morgan_yuripzy-,morgan,1,R,NA,NA,yuripzy,MD,MD-03-morgan_yuripzy-,0.803,1.487,0.804,MD03,NA,1826,0.99,1.13,0.91,0.37,0,0,0,NA,0.991787533,0.5,0.91,0.0427,842,1.13,0.0173,5427,0,NA,NA,1,1,0.91,1.13,0.84,-0.187,2022
726,Glenn Ivey,House,0,MD-04,MD-04-ivey_glenn-,ivey,1,D,NA,NA,glenn,MD,MD-04-ivey_glenn-,-0.429,-1.343,-0.268,MD04,NA,846,-1.15,NA,-1.15,0,0,0,0,NA,-0.940019876,0.5,-1.15,0.0479,1209,NA,NA,NA,0,NA,NA,1,0,-1.15,NA,0.13,0.721,2022
727,Jeff Warner,House,0,MD-04,MD-04-warner_jeff-,warner,1,R,NA,NA,jeff,MD,MD-04-warner_jeff-,1.694,NA,1.697,MD04,9.674266489,1831,0.95,NA,0.95,0,0,0,0,NA,0.991787533,0.5,0.95,0.0593,505,NA,NA,NA,0,NA,NA,1,1,0.95,NA,0.83,0.744,2022
728,Chris Palombi,House,0,MD-05,MD-05-palombi_chris-,palombi,1,R,NA,NA,christopher,MD,MD-05-palombi_christopher-,1.441,1.316,1.467,MD05,33.99908854,1836,1.11,1.16,1.07,0.45,0,0,0,NA,0.991787533,0.5,1.07,0.0354,1181,1.16,0.0119,10871,0,NA,NA,1,1,1.07,1.16,0.87,0.331,2022
729,Steny Hoyer,House,1,MD-05,MD-05-hoyer_steny-,hoyer,1,D,-0.381,-1.100471152,steny,MD,MD-05-hoyer_steny-,-0.473,-1.094,-0.506,MD05,NA,262,-0.8,-0.76,-0.93,0.78,0,0,0,-0.79,-0.793383552,0.5,-0.93,0.0549,867,-0.76,0.0109,33483,1,NA,NA,1,0,-0.93,-0.76,0.21,0.327,2022
730,David Trone,House,1,MD-06,MD-06-trone_david-,trone,1,D,-0.271,-0.98272827,david,MD,MD-06-trone_david-,-0.321,-0.967,-0.269,MD06,NA,123,-0.87,-0.68,-0.96,0.32,0,0,0,-0.76,-0.76283978,0.5,-0.96,0.0232,5578,-0.68,0.0116,28707,0,NA,NA,1,0,-0.96,-0.68,0.19,0.549,2022
731,Neil Parrott,House,0,MD-06,MD-06-parrott_neil-,parrott,1,R,NA,NA,neil,MD,MD-06-parrott_neil-,1.327,1.724,1.404,MD06,NA,1842,0.97,1.02,0.93,0.49,0,0,0,NA,0.991787533,0.5,0.93,0.0576,501,1.02,0.0168,5319,0,NA,NA,1,1,0.93,1.02,0.83,0.357,2022
